month,TigacellID,prob_l95,prob_median,prob_u95,sd
10,-4.85_36.75,0,0.012,0.204,0.0643014114094022
10,-4.85_36.85,0,0.012,0.193,0.0572702177123859
10,-4.85_37.6,0,0.011,0.136,0.0414811035089959
10,-4.85_37.85,0,0.01,0.107,0.0318801563728671
10,-4.85_38.35,0,0.012,0.163,0.0524849745468382
10,-4.85_38.75,0,0.012,0.193,0.0627017490380707
10,-4.85_39.95,0,0.01,0.105,0.0312273103634822
10,-4.85_41.55,0,0.013,0.196,0.0577356450831155
10,-4.8_36.45,0,0.01,0.119,0.0378792141698277
10,-4.8_36.5,0,0.01,0.128,0.0409110775910019
10,-4.8_36.6,0,0.009,0.097,0.0301213459062646
10,-4.8_36.75,0,0.012,0.168,0.0532236061412631
10,-4.8_37.85,0,0.008,0.078,0.0241880724131276
10,-4.8_40,0,0.013,0.216,0.0657098980569861
10,-4.8_40.6,0,0.012,0.158,0.05090132160158
10,-4.8_41.1,0,0.012,0.185,0.0554649480697984
10,-4.8_41.6,0,0.011,0.136,0.0415263101012569
10,-4.95_36.45,0,0.01,0.126,0.0386447505292141
10,-4.95_36.5,0.001,0.022,0.131,0.0360995196480488
10,-4.95_36.6,0,0.011,0.156,0.044849048189493
10,-4.95_36.65,0,0.012,0.153,0.0448775749914158
10,-4.95_37.75,0,0.012,0.181,0.0535982075433202
10,-4.95_37.85,0,0.012,0.174,0.0504606009774352
10,-4.95_39.1,0,0.012,0.151,0.0434767239722277
10,-4.95_39.85,0,0.012,0.175,0.0526705219996185
10,-4.95_39.95,0,0.012,0.197,0.0595507935955088
10,-4.95_41.25,0,0.01,0.11,0.0337414783789469
10,-4.95_41.3,0,0.012,0.194,0.0572887484344605
10,-4.95_42,0,0.012,0.182,0.057574420190672
10,-4.95_43.35,0,0.011,0.13,0.0400064525073806
10,-4.9_36.5,0.01,0.081,0.282024999999998,0.0730009256832224
10,-4.9_36.55,0,0.012,0.158,0.0467038892325217
10,-4.9_36.7,0,0.012,0.164,0.0501784556743683
10,-4.9_37,0,0.011,0.14,0.0423168575420055
10,-4.9_37.1,0,0.012,0.176,0.0517849242344674
10,-4.9_37.8,0,0.009,0.102,0.030681792023145
10,-4.9_37.85,0,0.01,0.125,0.037093547630026
10,-4.9_37.9,0.002,0.025,0.173,0.048729769452056
10,-4.9_39.95,0,0.011,0.135,0.0400491506435662
10,-4.9_41.35,0,0.011,0.144,0.0409875560111366
10,-4.9_41.45,0,0.012,0.15,0.0441859696711973
10,-4.9_41.85,0,0.012,0.176,0.0561086797481307
10,-4.9_43.35,0,0.011,0.141,0.0400499222713763
10,-4_36.7,0.002,0.028,0.162,0.0437128378884665
10,-4_36.75,0,0.012,0.174,0.0508988934251645
10,-4_37,0,0.012,0.204,0.0625864027770112
10,-4_37.25,0,0.011,0.162,0.0454953599112788
10,-4_39.85,0,0.012,0.17,0.0535718994750615
10,-4_40.2,0,0.012,0.159024999999998,0.0462365224006369
10,-4_40.35,0,0.011,0.139,0.0427012414617333
10,-4_40.4,0,0.012,0.16,0.0489084865578519
10,-4_40.45,0,0.012,0.182,0.0518146579732785
10,-4_40.5,0,0.01,0.115,0.033650904185636
10,-4_40.55,0,0.011,0.133,0.038050265326714
10,-4_40.6,0,0.012,0.193,0.0572488498698858
10,-4_40.75,0,0.011,0.174,0.0534789659468933
10,-4_43.3,0,0.012,0.155,0.046473342540181
10,-4_43.35,0,0.009,0.0840249999999978,0.0257992949398333
10,-5.05_36.45,0.006,0.051,0.226,0.0587866848122606
10,-5.05_36.85,0,0.012,0.182,0.0554839924178233
10,-5.05_37.2,0,0.013,0.194,0.0599503848903026
10,-5.05_39.1,0,0.011,0.156,0.0457982544828499
10,-5.05_39.9,0,0.012,0.151,0.0434051593022245
10,-5.05_41.85,0,0.011,0.132,0.0395220680820558
10,-5.05_43.35,0,0.01,0.109,0.0313901884225755
10,-5.15_36.4,0.002,0.024,0.145,0.0413281880415037
10,-5.15_36.45,0,0.012,0.195024999999998,0.0579106892694674
10,-5.15_36.7,0,0.012,0.167,0.0511601739751435
10,-5.15_36.75,0,0.01,0.106,0.0348823175866798
10,-5.15_43.35,0,0.011,0.132,0.0414684842889333
10,-5.15_43.45,0,0.011,0.156,0.0592838037715303
10,-5.1_36.45,0,0.011,0.125,0.039618419966622
10,-5.1_36.8,0,0.011,0.132,0.0379390724512989
10,-5.1_37.5,0,0.012,0.195,0.0600216904900318
10,-5.1_38.95,0,0.012,0.168,0.0509658297933372
10,-5.1_39.1,0,0.011,0.149,0.0467017383676254
10,-5.1_43.35,0,0.011,0.123,0.0367186372601071
10,-5.1_43.45,0,0.009,0.1,0.0312817866103299
10,-5.25_36.3,0.009,0.061,0.279,0.0726111149345532
10,-5.25_36.35,0.005,0.045,0.239,0.0639403495838728
10,-5.25_36.5,0,0.013,0.192,0.057810138479907
10,-5.25_36.7,0,0.011,0.140024999999998,0.0406729865450284
10,-5.25_36.75,0,0.01,0.115,0.0350195380455009
10,-5.25_36.85,0,0.012,0.162,0.0531278810209113
10,-5.25_36.9,0,0.012,0.187024999999998,0.0571185217519258
10,-5.25_39,0,0.011,0.132,0.0399686710403296
10,-5.25_39.05,0,0.012,0.15,0.0475390685066262
10,-5.25_43.45,0,0.011,0.17,0.0507720644530182
10,-5.2_36.35,0,0.011,0.128,0.0397393143962506
10,-5.2_36.4,0.002,0.025,0.155,0.0409696040566534
10,-5.2_36.6,0,0.012,0.17,0.0507074859997866
10,-5.2_36.7,0,0.01,0.122,0.0366747106945249
10,-5.2_36.75,0,0.01,0.12,0.0372680490858721
10,-5.2_36.85,0,0.012,0.174024999999998,0.0550048169662599
10,-5.2_37.5,0,0.012,0.184,0.0564501956488754
10,-5.2_39.1,0,0.012,0.153,0.0472431903161133
10,-5.2_39.85,0,0.013,0.22,0.0677722231155197
10,-5.2_40.25,0,0.012,0.155,0.0467679152624163
10,-5.2_40.35,0,0.011,0.157,0.0483559454470202
10,-5.35_36.15,0,0.011,0.164,0.0508615841535
10,-5.35_36.2,0,0.011,0.131,0.0373611863317686
10,-5.35_36.3,0,0.011,0.156,0.0472755967499291
10,-5.35_36.6,0,0.012,0.167,0.0484219257850553
10,-5.35_39.1,0,0.011,0.145,0.0423917118778514
10,-5.35_39.3,0,0.012,0.151,0.0465275373485956
10,-5.35_39.4,0,0.013,0.214,0.0657946708858818
10,-5.35_39.45,0,0.012,0.212,0.0632146196746214
10,-5.35_43.35,0,0.011,0.15,0.0456866270346807
10,-5.35_43.5,0,0.012,0.193,0.0573822236750481
10,-5.3_36.25,0,0.012,0.138,0.0435899056085169
10,-5.3_36.6,0,0.011,0.156,0.0478042598115809
10,-5.3_36.85,0,0.011,0.135,0.042337394991932
10,-5.3_36.9,0,0.012,0.161,0.0496071269860184
10,-5.3_38.25,0,0.01,0.112,0.0331201156402539
10,-5.3_39.1,0,0.011,0.147,0.0436405270996901
10,-5.3_40.1,0,0.012,0.186,0.0569673469992644
10,-5.45_36.1,0.005,0.049,0.226,0.0595531026351916
10,-5.45_36.15,0.002,0.03,0.17,0.045065522688985
10,-5.45_36.2,0,0.013,0.189,0.0621053841055491
10,-5.45_36.25,0,0.013,0.173,0.0530539894759286
10,-5.45_36.35,0,0.012,0.191,0.0581968619138525
10,-5.45_36.6,0,0.012,0.173,0.0546772506878455
10,-5.45_37.1,0,0.012,0.182,0.0556254968150833
10,-5.45_37.2,0,0.012,0.168,0.0495696168181969
10,-5.45_39.05,0,0.011,0.145,0.0439546559152565
10,-5.45_39.1,0,0.011,0.158,0.0494077508368117
10,-5.45_39.3,0,0.011,0.140024999999998,0.0424934548205318
10,-5.45_39.45,0,0.011,0.161,0.0497676896006438
10,-5.45_40.5,0,0.011,0.16,0.0465415773389533
10,-5.45_41.1,0,0.012,0.136,0.0435787312939569
10,-5.45_42.1,0,0.011,0.177,0.05401122368731
10,-5.45_43.45,0,0.011,0.126,0.0385556811286945
10,-5.4_36.5,0,0.013,0.195,0.0656505695665142
10,-5.4_36.75,0,0.012,0.189,0.0583778296457802
10,-5.4_39.1,0,0.011,0.131,0.0392137276100389
10,-5.4_41.5,0,0.012,0.208,0.0617529431814637
10,-5.4_43.3,0,0.012,0.163,0.0522817522925018
10,-5.4_43.4,0,0.012,0.164,0.0512314189327153
10,-5.4_43.5,0,0.012,0.189024999999998,0.0572726243910249
10,-5.55_39.4,0,0.012,0.175,0.0509278814703468
10,-5.55_39.85,0,0.011,0.172,0.0517622253634009
10,-5.55_40.35,0,0.011,0.142,0.0443860277573616
10,-5.55_40.45,0,0.011,0.147,0.0482467900485063
10,-5.55_43.45,0,0.013,0.191,0.0572750876068377
10,-5.5_36,0,0.013,0.185,0.0559029930848116
10,-5.5_36.1,0.002,0.028,0.150024999999998,0.0425884793342017
10,-5.5_36.15,0.002,0.029,0.162,0.0441414056357749
10,-5.5_36.35,0,0.013,0.196,0.0603244618945292
10,-5.5_37.1,0,0.011,0.125,0.0401538733939448
10,-5.5_39.05,0,0.011,0.125,0.0378629321219649
10,-5.5_39.1,0,0.011,0.133,0.0400757853898295
10,-5.5_39.3,0,0.011,0.133,0.0425449873854365
10,-5.5_39.4,0,0.012,0.154,0.046623660798092
10,-5.5_39.5,0,0.011,0.142,0.0436688175491971
10,-5.5_41.2,0,0.01,0.121,0.0359115995061754
10,-5.5_41.85,0,0.012,0.146,0.0430824789399541
10,-5.5_42.15,0,0.012,0.16,0.0510286693719321
10,-5.5_43.5,0,0.011,0.141,0.0424059338913655
10,-5.65_36,0,0.012,0.178,0.0537649496579831
10,-5.65_36.6,0,0.012,0.199,0.060747732307563
10,-5.65_37,0,0.012,0.164,0.0521791390385511
10,-5.65_37.05,0,0.012,0.168,0.0518415208190616
10,-5.65_37.25,0,0.012,0.184,0.0572106137329369
10,-5.65_39.6,0,0.011,0.132,0.039896291224368
10,-5.65_39.95,0,0.012,0.171,0.0513967237504746
10,-5.65_40.1,0,0.011,0.147,0.042784399909745
10,-5.65_40.75,0,0.011,0.137,0.0407523640038019
10,-5.65_40.95,0,0.012,0.19,0.0570749265979823
10,-5.65_41.95,0,0.012,0.162,0.0480124483121961
10,-5.65_42.6,0,0.012,0.152024999999998,0.0496484550331391
10,-5.65_43.35,0,0.012,0.206024999999998,0.0663656133061393
10,-5.65_43.45,0,0.011,0.122,0.0431555658305118
10,-5.65_43.5,0,0.01,0.109,0.0333228655296566
10,-5.6_36,0,0.012,0.195,0.0566297480710666
10,-5.6_36.95,0,0.012,0.163,0.0513822845479188
10,-5.6_39.85,0,0.011,0.142024999999998,0.0447286240516716
10,-5.6_41.95,0,0.011,0.166024999999998,0.0511714051371823
10,-5.6_42.5,0,0.011,0.134,0.0411519807303269
10,-5.6_42.55,0,0.011,0.15,0.0580228779205708
10,-5.6_42.6,0,0.011,0.133,0.0372735630038998
10,-5.6_43.2,0,0.012,0.188,0.0572404008055757
10,-5.6_43.25,0,0.012,0.182,0.0592603239535348
10,-5.75_36.75,0,0.012,0.159,0.0501925462467508
10,-5.75_37.1,0,0.012,0.159,0.0498716898868971
10,-5.75_37.35,0,0.012,0.171,0.0523835343702336
10,-5.75_39,0,0.012,0.183024999999998,0.0554312088382326
10,-5.75_40,0,0.012,0.146,0.0473197994862451
10,-5.75_41.5,0,0.011,0.177,0.0568700333449804
10,-5.75_43.3,0,0.011,0.146,0.04237399597441
10,-5.75_43.35,0,0.011,0.157,0.0482886608481382
10,-5.75_43.5,0,0.011,0.139,0.041617059567287
10,-5.7_37.25,0,0.012,0.186,0.0569758339179549
10,-5.7_38.25,0,0.012,0.167,0.0544649104083084
10,-5.7_38.85,0,0.011,0.132024999999998,0.0376247488098814
10,-5.7_40.1,0,0.011,0.123,0.036161020498051
10,-5.7_40.85,0,0.012,0.175,0.0521782240899517
10,-5.7_40.95,0,0.009,0.106,0.0318676246073001
10,-5.7_42,0,0.012,0.145,0.0439743577714849
10,-5.7_43.25,0,0.012,0.163,0.0511865281644731
10,-5.7_43.3,0,0.011,0.139,0.0412600193425908
10,-5.7_43.35,0,0.012,0.158,0.0514114311536475
10,-5.7_43.45,0,0.011,0.167,0.0510468408459474
10,-5.7_43.5,0,0.009,0.092,0.0297374138825798
10,-5.85_36.1,0,0.011,0.139,0.0434155477118504
10,-5.85_36.6,0,0.012,0.176024999999998,0.0507706544374523
10,-5.85_36.75,0,0.012,0.184,0.0577931411666431
10,-5.85_37.25,0,0.012,0.181,0.0555415497246328
10,-5.85_37.3,0,0.012,0.169,0.0503927281594511
10,-5.85_37.35,0,0.012,0.221,0.0641185400023067
10,-5.85_38.55,0,0.012,0.162,0.0480810139715112
10,-5.85_38.65,0,0.011,0.156,0.0506798751178151
10,-5.85_38.85,0,0.012,0.153024999999998,0.0476273216360251
10,-5.85_38.95,0,0.012,0.173,0.0523413948279452
10,-5.85_39.5,0,0.012,0.187,0.0545871551202229
10,-5.85_43.35,0,0.01,0.111,0.0353407217912783
10,-5.85_43.6,0,0.013,0.173,0.0553965764540322
10,-5.8_36.7,0,0.012,0.193,0.0619102575249784
10,-5.8_37.1,0,0.01,0.134,0.0413032862178341
10,-5.8_37.15,0,0.009,0.100024999999998,0.0295138569950743
10,-5.8_37.25,0,0.012,0.167,0.0516967770217185
10,-5.8_38.95,0,0.012,0.159,0.0507663166942672
10,-5.8_39,0,0.012,0.147,0.0424940179234219
10,-5.8_41.85,0,0.011,0.133,0.0414746327168404
10,-5.8_42.75,0,0.012,0.164,0.0466618360807857
10,-5.8_43.2,0,0.012,0.188024999999998,0.0555721569621901
10,-5.8_43.35,0,0.01,0.106,0.0369217623291982
10,-5.8_43.4,0,0.011,0.141,0.0414207818065936
10,-5.8_43.5,0,0.012,0.147024999999998,0.0446227879039479
10,-5.8_43.6,0,0.012,0.144024999999998,0.0422619013602717
10,-5.95_36.15,0,0.011,0.132,0.0409797452227616
10,-5.95_36.45,0,0.013,0.225,0.0637524872561213
10,-5.95_36.95,0,0.011,0.147,0.0433953130623032
10,-5.95_37.1,0,0.011,0.126024999999998,0.0374084869805034
10,-5.95_37.25,0,0.008,0.077,0.0246568940209795
10,-5.95_37.35,0,0.009,0.088,0.0274760481976348
10,-5.95_37.45,0,0.012,0.168,0.0519195973202423
10,-5.95_39.3,0,0.012,0.183,0.0562585578865001
10,-5.95_40.5,0,0.011,0.167,0.0475484592380756
10,-5.95_40.55,0,0.011,0.171,0.050106418358115
10,-5.95_43.5,0,0.011,0.119,0.0356076845706959
10,-5.9_36.1,0,0.011,0.159,0.0499836511069259
10,-5.9_37.35,0,0.01,0.118,0.0352748788849377
10,-5.9_37.4,0,0.011,0.143,0.0416533221538484
10,-5.9_38.25,0,0.011,0.156,0.0479575282212772
10,-5.9_38.95,0,0.011,0.149,0.0465483272807269
10,-5.9_39.35,0,0.011,0.175024999999998,0.0536643232598521
10,-5.9_39.45,0,0.011,0.14,0.0441406559535082
10,-5.9_40,0,0.012,0.177,0.0523437802420331
10,-5.9_40.25,0,0.012,0.143,0.0426995444411622
10,-5.9_40.45,0,0.012,0.157,0.0486930234516098
10,-5.9_42.35,0,0.011,0.127,0.0391780914613641
10,-5.9_42.45,0,0.012,0.16,0.0467039474570481
10,-5.9_42.75,0,0.011,0.176024999999998,0.0506130102874762
10,-5.9_43.25,0,0.011,0.153,0.0510239364580913
10,-5.9_43.35,0,0.009,0.096,0.0304270312266672
10,-5.9_43.4,0,0.012,0.152,0.0442979009879072
10,-5.9_43.5,0,0.012,0.172,0.0534693038389981
10,-5_36.45,0.023,0.107,0.394,0.0972776556112146
10,-5_36.5,0,0.011,0.135,0.0419307017751702
10,-5_36.75,0,0.012,0.165,0.0499019332247797
10,-5_38.45,0,0.012,0.166,0.052024250058239
10,-5_43.4,0,0.012,0.143,0.0423045692805954
10,-5_43.45,0,0.011,0.13,0.0390722279050598
10,-6.05_37.25,0,0.011,0.135,0.0401420823905989
10,-6.05_37.3,0,0.011,0.14,0.0461468046798395
10,-6.05_37.35,0,0.008,0.068,0.0214978483308774
10,-6.05_38.2,0,0.012,0.174,0.0608862672508734
10,-6.05_39.25,0,0.011,0.138,0.0409730355084295
10,-6.05_39.8,0,0.012,0.183,0.0559824289596159
10,-6.05_41.95,0,0.012,0.185,0.0553238614697786
10,-6.05_42.35,0,0.011,0.153024999999998,0.0452641826790193
10,-6.05_42.75,0,0.011,0.159,0.0452336887956886
10,-6.05_43.25,0,0.012,0.16,0.0482364912431801
10,-6.15_36.25,0,0.012,0.165,0.0513258317774234
10,-6.15_36.35,0,0.011,0.151024999999998,0.0444677892541749
10,-6.15_36.4,0,0.012,0.164,0.0489468312309426
10,-6.15_36.6,0,0.009,0.081,0.0263271580024834
10,-6.15_36.65,0,0.01,0.101,0.0313763814826306
10,-6.15_36.7,0,0.01,0.13,0.0407913397025096
10,-6.15_37.25,0,0.012,0.173,0.0524151823062172
10,-6.15_37.35,0,0.01,0.117,0.0336724684150933
10,-6.15_37.55,0,0.011,0.168,0.0511830230725007
10,-6.15_38.65,0,0.011,0.16,0.0469893468167019
10,-6.15_40,0,0.011,0.141,0.0445638614533325
10,-6.15_43.1,0,0.012,0.187,0.0580392615168977
10,-6.1_36.25,0,0.012,0.152,0.048085760525315
10,-6.1_36.7,0,0.012,0.17,0.0488552261352464
10,-6.1_37.25,0,0.01,0.12,0.0376165312531523
10,-6.1_37.3,0,0.011,0.156,0.049314718436808
10,-6.1_37.35,0,0.01,0.126,0.0358641924718516
10,-6.1_37.5,0,0.012,0.179,0.0513994000899108
10,-6.1_38.5,0,0.011,0.125,0.0409876412032902
10,-6.1_38.85,0,0.012,0.175,0.0555649615021464
10,-6.1_40,0,0.011,0.128,0.0380586600654695
10,-6.1_42.45,0,0.012,0.162,0.048769224161784
10,-6.1_43.35,0,0.012,0.168,0.0500241712264454
10,-6.25_36.35,0,0.011,0.142,0.0431212492399122
10,-6.25_36.45,0,0.011,0.145,0.0425731752574965
10,-6.25_36.5,0,0.012,0.129,0.0378465209390915
10,-6.25_36.55,0,0.011,0.134024999999998,0.040705157137471
10,-6.25_36.6,0,0.011,0.152,0.0460842972322596
10,-6.25_38.5,0,0.012,0.172,0.0514392611824689
10,-6.2_36.35,0,0.011,0.12,0.0386560049833664
10,-6.2_36.45,0,0.011,0.154,0.0472110850182169
10,-6.2_36.5,0,0.011,0.139,0.0438581650120894
10,-6.2_36.6,0,0.011,0.158,0.0472714698296666
10,-6.2_37.6,0,0.013,0.185,0.0546769291766315
10,-6.2_37.7,0,0.012,0.188,0.0544044598163623
10,-6.2_38.9,0,0.012,0.126,0.0390784405800518
10,-6.2_38.95,0,0.011,0.135,0.0407324888379723
10,-6.2_39.15,0,0.012,0.184,0.0548935419924334
10,-6.35_36.5,0,0.01,0.142,0.0444732070448699
10,-6.35_36.75,0,0.011,0.136,0.0422398968391956
10,-6.35_38.5,0,0.011,0.125,0.0388874601707685
10,-6.35_38.85,0,0.011,0.157024999999998,0.0488137328717347
10,-6.35_39,0,0.012,0.186,0.0546983995500932
10,-6.35_39.45,0,0.01,0.113,0.033704081837717
10,-6.3_36.45,0,0.012,0.144,0.0451936222790989
10,-6.3_36.5,0,0.009,0.082,0.0250986288983659
10,-6.3_38,0,0.012,0.179,0.0546431072441034
10,-6.3_39.4,0,0.011,0.141,0.0419573523966709
10,-6.3_41.95,0,0.012,0.164,0.049266642665712
10,-6.45_38,0,0.012,0.195024999999998,0.0612676136304042
10,-6.45_38.35,0,0.011,0.168,0.0499804848007134
10,-6.45_38.4,0,0.011,0.129,0.0362082644909467
10,-6.45_38.45,0,0.012,0.16,0.0463831384382893
10,-6.45_38.65,0,0.012,0.15,0.0438023667673424
10,-6.45_39.35,0,0.011,0.162024999999998,0.0513709865069586
10,-6.45_39.45,0,0.011,0.157,0.0491505739143045
10,-6.45_42.6,0,0.012,0.144,0.0450935455644687
10,-6.45_43.5,0,0.012,0.159,0.0528174003153198
10,-6.4_36.6,0,0.011,0.138,0.0421268208046136
10,-6.4_36.75,0,0.011,0.127,0.0387472412325309
10,-6.4_37.65,0,0.012,0.177,0.0559712409957093
10,-6.4_38.35,0,0.011,0.154,0.0454447549256124
10,-6.4_38.4,0,0.011,0.157,0.0592556439304682
10,-6.4_38.45,0,0.011,0.2,0.06170692409485
10,-6.4_38.6,0,0.012,0.167,0.05312842333018
10,-6.4_38.85,0,0.011,0.133,0.0407775773936749
10,-6.4_38.9,0,0.011,0.15,0.0458637734525308
10,-6.4_39.4,0,0.012,0.177024999999998,0.0549141616509521
10,-6.4_39.45,0,0.01,0.109,0.032255725679116
10,-6.4_39.6,0,0.012,0.159,0.0486601863093478
10,-6.4_39.95,0,0.011,0.122024999999998,0.0385814758832066
10,-6.55_36.95,0,0.009,0.097,0.0297116814213338
10,-6.55_37.1,0,0.011,0.164,0.0484583961135077
10,-6.55_37.3,0,0.012,0.198,0.0588172159295739
10,-6.55_37.6,0,0.012,0.197,0.0614912642991367
10,-6.55_38.55,0,0.012,0.155,0.0491904626245419
10,-6.55_38.6,0,0.011,0.143,0.0432435129310974
10,-6.55_38.7,0,0.012,0.16,0.0486694735485771
10,-6.55_39.7,0,0.012,0.159,0.046962406882984
10,-6.55_39.95,0,0.012,0.178,0.0576693183675049
10,-6.55_40.55,0,0.011,0.151,0.0448167294809176
10,-6.5_37.1,0,0.012,0.163,0.051434175593382
10,-6.5_38.45,0,0.012,0.157,0.0480246081260138
10,-6.5_38.85,0,0.012,0.165,0.0468877374148507
10,-6.5_39.6,0,0.012,0.17,0.0510328882313476
10,-6.5_43.45,0,0.012,0.174,0.0508444138279594
10,-6.5_43.5,0,0.013,0.172,0.055098927382539
10,-6.65_37.85,0,0.011,0.147,0.0432709134269754
10,-6.65_38,0,0.011,0.137,0.0418904738989247
10,-6.65_38.1,0,0.011,0.149,0.0450850866554178
10,-6.65_38.85,0,0.011,0.157,0.0504893712883888
10,-6.65_39.95,0,0.012,0.151,0.0435042259397159
10,-6.65_42.5,0,0.009,0.102,0.0361948306775007
10,-6.65_42.95,0,0.011,0.133,0.0432991345060435
10,-6.65_43,0,0.012,0.143,0.0454385664666277
10,-6.6_37,0,0.011,0.117,0.0362489104470048
10,-6.6_37.6,0,0.012,0.172024999999998,0.0541336139320122
10,-6.6_37.85,0,0.011,0.151,0.0421333755097088
10,-6.6_38.6,0,0.012,0.155,0.0473006282793994
10,-6.6_38.85,0,0.012,0.176024999999998,0.0552336750115403
10,-6.6_40.6,0,0.012,0.144,0.0435385910087258
10,-6.6_42.5,0,0.01,0.11,0.0336807971461884
10,-6.6_43.1,0,0.012,0.198,0.0599353366385733
10,-6.75_38.85,0,0.012,0.167,0.0530862182830433
10,-6.7_38.1,0,0.012,0.149,0.0438147732407148
10,-6.7_38.45,0,0.011,0.158,0.0517748066092191
10,-6.7_38.9,0,0.012,0.176,0.0522941168322862
10,-6.7_40,0,0.012,0.178,0.0530354798833944
10,-6.85_37.1,0,0.012,0.16,0.0505260902863062
10,-6.85_37.25,0,0.012,0.152,0.0464207282254999
10,-6.85_38.85,0,0.012,0.159,0.0471224139798363
10,-6.85_42.35,0,0.012,0.186,0.0617777367142082
10,-6.85_42.45,0,0.011,0.156,0.0482859259217811
10,-6.8_37.1,0,0.011,0.147024999999998,0.0436802553182425
10,-6.8_37.5,0,0.011,0.159024999999998,0.048548890526046
10,-6.8_38.25,0,0.012,0.164,0.0498000518718848
10,-6.8_38.85,0,0.012,0.175,0.051460717765236
10,-6.8_40.1,0,0.011,0.15,0.0447863358660687
10,-6.8_40.2,0,0.012,0.146,0.0453611619302137
10,-6.8_40.55,0,0.012,0.167,0.0471193637157888
10,-6.95_37.25,0,0.01,0.116,0.0387063488688383
10,-6.95_38.25,0,0.012,0.15,0.0452305069306481
10,-6.95_38.8,0,0.011,0.15,0.0463594943595583
10,-6.95_38.85,0,0.011,0.119,0.0336520663786071
10,-6.95_43.5,0,0.011,0.135,0.0402118705915559
10,-6.9_37.25,0,0.012,0.149,0.0432033628257094
10,-6.9_38.75,0,0.012,0.166,0.0510989778388823
10,-6.9_38.85,0,0.012,0.148,0.0434773397673291
10,-6.9_39.85,0,0.012,0.181,0.0555031329835581
10,-6_37.25,0,0.011,0.144,0.0447103971482242
10,-6_37.3,0,0.01,0.109,0.0321978457454154
10,-6_37.35,0,0.008,0.079,0.0226624667542042
10,-6_37.4,0,0.011,0.127,0.0403132105530299
10,-6_39.35,0,0.012,0.172,0.051862378370988
10,-7.05_37.25,0,0.013,0.18,0.05493702842253
10,-7.05_38.75,0,0.011,0.141,0.0448435954853283
10,-7.05_38.8,0,0.01,0.134,0.0393260303791591
10,-7.05_38.85,0,0.01,0.132,0.0390075789445749
10,-7.05_43.45,0,0.012,0.166,0.0507930060280196
10,-7.15_37.2,0,0.011,0.127,0.0406523284399047
10,-7.15_37.5,0,0.012,0.164,0.0485006989968177
10,-7.15_37.55,0,0.011,0.121,0.037152751467878
10,-7.15_37.6,0,0.01,0.0980249999999978,0.0282362101127088
10,-7.1_38.65,0,0.012,0.159,0.0492444836266644
10,-7.1_38.7,0,0.012,0.161,0.050941428288102
10,-7.1_38.75,0,0.012,0.153,0.0461057694172981
10,-7.1_38.8,0,0.012,0.153,0.0488571218103562
10,-7.1_42,0,0.012,0.179,0.0562782203736797
10,-7.25_37.2,0,0.011,0.129,0.0398736546170864
10,-7.25_37.25,0,0.012,0.17,0.0515690878382458
10,-7.25_38.6,0,0.013,0.181,0.05522436577771
10,-7.25_39.25,0,0.012,0.164,0.0516716301089952
10,-7.25_43.5,0,0.011,0.149024999999998,0.0446357874761876
10,-7.2_37.25,0,0.011,0.187,0.0553494873330872
10,-7.2_42,0,0.012,0.202,0.0589325299065445
10,-7.35_37.15,0,0.012,0.169,0.0498654652046608
10,-7.35_37.2,0,0.012,0.156,0.047208901335161
10,-7.35_42.85,0,0.012,0.203,0.0627373168278429
10,-7.3_43.5,0,0.013,0.187,0.058064907180187
10,-7.45_37.15,0,0.012,0.171,0.0511024873584877
10,-7.45_37.2,0,0.012,0.163,0.0508882191370654
10,-7.45_37.25,0,0.011,0.150024999999998,0.0473021600586934
10,-7.45_42.35,0,0.012,0.194,0.0615646320300482
10,-7.45_43.6,0,0.013,0.195024999999998,0.0576848240186086
10,-7.4_37.15,0,0.012,0.191,0.0571572541151152
10,-7.4_42.85,0,0.012,0.166,0.0493743372461958
10,-7.55_43,0,0.011,0.153,0.047394997489147
10,-7.5_43.45,0,0.012,0.199,0.0616605139986365
10,-7.65_42.45,0,0.012,0.187024999999998,0.0572416494725898
10,-7.65_42.75,0,0.012,0.171,0.0553121927686464
10,-7.6_43,0,0.011,0.143,0.0419908514689476
10,-7.7_43.1,0,0.012,0.167024999999998,0.0482180784824631
10,-7.7_43.25,0,0.011,0.165,0.0490011897155406
10,-7.85_42.25,0,0.011,0.14,0.0443043155049443
10,-7.85_43.2,0,0.012,0.181,0.0601234020006836
10,-7.85_43.65,0,0.012,0.156,0.0489389671247765
10,-7.85_43.7,0,0.012,0.171,0.0525061360002549
10,-7.8_42.1,0,0.013,0.188,0.05629936730427
10,-7.8_42.25,0,0.011,0.121,0.0383054195904616
10,-7.95_42.6,0,0.011,0.148024999999998,0.0449192902614439
10,-7.9_42.25,0,0.013,0.176,0.0577849761098416
10,-7.9_42.3,0,0.009,0.108,0.0322630464918732
10,-7.9_42.35,0,0.012,0.175,0.054630818065145
10,-7.9_43.1,0,0.011,0.157024999999998,0.0468534493270338
10,-7_37.15,0,0.011,0.15,0.0448586778214182
10,-7_37.25,0,0.01,0.114,0.0356615317931357
10,-7_38.8,0,0.011,0.132,0.0407685917334592
10,-7_38.85,0,0.01,0.102,0.031332984174803
10,-8.05_42.35,0,0.01,0.128,0.0466967913019388
10,-8.05_42.85,0,0.011,0.147024999999998,0.047612418067038
10,-8.15_42.25,0,0.012,0.179,0.0524696484030348
