month,TigacellID,prob_l95,prob_median,prob_u95,sd
10,-8.15_42.5,0,0.011,0.147,0.0419839834448178
10,-8.15_42.6,0,0.011,0.144,0.0446317886335026
10,-8.15_43.35,0,0.011,0.148,0.0443506615557006
10,-8.1_42.3,0,0.012,0.165,0.0482911942692757
10,-8.1_42.35,0,0.011,0.151,0.0468347070465884
10,-8.1_42.4,0,0.012,0.166,0.0509491802937368
10,-8.1_43.35,0,0.011,0.149024999999998,0.0466668154668776
10,-8.1_43.4,0,0.011,0.151,0.0455846440127582
10,-8.25_42.1,0,0.011,0.162,0.0519775206019907
10,-8.25_42.35,0,0.012,0.186,0.0546612731944348
10,-8.25_42.85,0,0.012,0.189,0.0554702261436279
10,-8.25_43.35,0,0.012,0.153,0.0464005884553526
10,-8.25_43.45,0,0.01,0.114,0.0364894242041115
10,-8.2_42.5,0,0.012,0.165,0.0490788792492046
10,-8.2_42.85,0,0.011,0.121,0.0370023606467809
10,-8.2_42.9,0,0.01,0.127,0.0383084080106436
10,-8.2_42.95,0,0.013,0.193024999999998,0.0577876504331919
10,-8.2_43.2,0,0.012,0.151,0.0450541949444852
10,-8.2_43.35,0,0.01,0.141,0.041990956471104
10,-8.2_43.45,0,0.012,0.155,0.0485116472596259
10,-8.35_42.1,0,0.012,0.175,0.0515981982039859
10,-8.35_43.1,0,0.011,0.14,0.0456775218204609
10,-8.35_43.2,0,0.01,0.117,0.0365245647999971
10,-8.35_43.25,0,0.012,0.162,0.0499605873485199
10,-8.35_43.3,0,0.012,0.17,0.0554632976522962
10,-8.3_42.2,0,0.011,0.17,0.0515111571577675
10,-8.3_42.85,0,0.012,0.165,0.0511224535913617
10,-8.3_43.2,0,0.012,0.141,0.043119505576308
10,-8.3_43.25,0,0.012,0.177,0.0522569039315894
10,-8.45_42.05,0,0.012,0.171,0.0525891221483378
10,-8.45_42.85,0,0.012,0.184,0.0563074962255515
10,-8.45_42.95,0,0.012,0.167,0.0516215197954615
10,-8.45_43.25,0,0.011,0.125,0.0357412631298935
10,-8.45_43.3,0,0.01,0.12,0.0373552722183776
10,-8.45_43.35,0,0.011,0.147,0.0436962148762567
10,-8.4_42.1,0,0.011,0.13,0.0433361891051822
10,-8.4_42.85,0,0.012,0.166,0.0513332443867407
10,-8.4_43.2,0,0.01,0.115,0.0337363372603954
10,-8.4_43.25,0,0.011,0.155,0.0473873391828091
10,-8.4_43.35,0,0.01,0.117,0.0353409152774271
10,-8.55_42.1,0,0.011,0.156,0.0456701668169801
10,-8.55_42.15,0,0.011,0.173,0.0550643118366071
10,-8.55_42.75,0,0.011,0.144,0.0430662270842113
10,-8.55_42.85,0,0.008,0.078,0.0240235537294989
10,-8.5_42.1,0,0.011,0.175,0.0541811583702579
10,-8.5_42.2,0,0.011,0.173,0.0537169112103758
10,-8.5_43.25,0,0.012,0.179,0.0514624260116869
10,-8.65_42.05,0,0.012,0.174024999999998,0.0546006985793555
10,-8.65_42.1,0,0.011,0.152,0.0467548420716021
10,-8.65_42.2,0,0.012,0.191,0.0574720055750456
10,-8.65_42.25,0,0.011,0.158,0.047178062812231
10,-8.65_42.35,0,0.011,0.138,0.0415420506827406
10,-8.65_42.4,0,0.011,0.131,0.040935405921304
10,-8.65_42.7,0,0.012,0.157,0.0477020790271301
10,-8.65_42.75,0,0.011,0.16,0.0492381947992629
10,-8.65_42.8,0,0.013,0.197,0.0604172378760128
10,-8.65_42.85,0,0.009,0.086,0.0260812945556373
10,-8.65_43.25,0,0.012,0.148,0.0440452874324481
10,-8.6_42.5,0,0.012,0.169,0.051299693244609
10,-8.6_42.85,0,0.01,0.122,0.0403803328255042
10,-8.6_43.1,0,0.013,0.187,0.0579648342563094
10,-8.75_41.95,0,0.012,0.174,0.0540147201520074
10,-8.75_42.1,0,0.012,0.188,0.0582155698953225
10,-8.75_42.15,0,0.011,0.133,0.0412107651942314
10,-8.75_42.2,0,0.009,0.099,0.0311095187961389
10,-8.75_42.25,0,0.012,0.174,0.0565585319944857
10,-8.75_42.35,0,0.011,0.132024999999998,0.0405569014245686
10,-8.75_42.4,0,0.011,0.156,0.0526814059405551
10,-8.75_42.45,0,0.012,0.154,0.0474617019820079
10,-8.75_42.6,0,0.012,0.191,0.0603775293146632
10,-8.75_42.8,0,0.012,0.189,0.060872711514215
10,-8.75_42.85,0,0.011,0.141,0.042925623280094
10,-8.7_42.1,0,0.012,0.169,0.0516362218251007
10,-8.7_42.2,0,0.011,0.136,0.0435560161058757
10,-8.7_42.25,0,0.011,0.138,0.04259039022109
10,-8.7_42.5,0,0.011,0.14,0.0438078073233074
10,-8.7_42.6,0,0.012,0.172024999999998,0.0539469040718731
10,-8.85_41.85,0,0.013,0.198,0.0599243393184357
10,-8.85_41.9,0,0.012,0.193,0.0576876669320656
10,-8.85_42.1,0,0.012,0.154,0.0465202617941017
10,-8.85_42.4,0,0.011,0.143,0.0418436208605934
10,-8.85_42.5,0,0.011,0.133,0.0400485947511173
10,-8.85_42.6,0,0.013,0.2,0.0615181417446898
10,-8.85_42.75,0,0.012,0.166,0.050944199882025
10,-8.8_41.9,0,0.011,0.143024999999998,0.0455417267375122
10,-8.8_41.95,0,0.012,0.16,0.0489364275537073
10,-8.8_42.1,0,0.011,0.172,0.0505321702762354
10,-8.8_42.15,0,0.012,0.196024999999998,0.0571740309485849
10,-8.8_42.2,0,0.011,0.167,0.0503385855314589
10,-8.8_42.3,0,0.01,0.12,0.03646531938914
10,-8.8_42.5,0,0.012,0.191,0.0580856958546848
10,-8.8_42.55,0,0.011,0.166,0.0474320231923674
10,-8.95_42.75,0,0.012,0.193,0.0569120360654475
10,-8.95_43.1,0,0.013,0.197,0.0604165818513913
10,-8.9_41.85,0,0.01,0.109,0.0355658878409261
10,-8.9_41.95,0,0.009,0.0870249999999978,0.0266490400287725
10,-8.9_42.35,0,0.011,0.15,0.0441292006337196
10,-8.9_42.45,0,0.011,0.171,0.0518523095130557
10,-8.9_42.5,0,0.011,0.139,0.040190425620661
10,-8_42.6,0,0.011,0.17,0.0575268159449119
10,-8_42.85,0,0.011,0.137,0.0434433275301477
10,-8_43.25,0,0.012,0.172,0.0513663359345474
10,-8_43.3,0,0.012,0.162,0.0537531667870939
10,-8_43.4,0,0.012,0.176,0.053605068103763
10,-9.05_42.5,0,0.012,0.19,0.0590028470692707
10,-9.05_42.6,0,0.012,0.16,0.0486061383020818
10,-9.2_43.1,0,0.012,0.196,0.0606825617539606
10,-9.3_42.85,0,0.01,0.106,0.0311055425095721
10,-9_42.5,0,0.012,0.152,0.0456922561283669
10,0.05_38.6,0,0.01,0.0970249999999978,0.0279523614636257
10,0.05_38.65,0.002,0.028,0.175,0.0480364183492295
10,0.05_38.7,0,0.011,0.117,0.0353294806980187
10,0.05_38.75,0,0.009,0.087,0.0255869888288704
10,0.05_38.8,0.002,0.029,0.172,0.0469878123258946
10,0.05_38.85,0,0.01,0.13,0.0389250961249619
10,0.05_40,0,0.009,0.086,0.0240999463462175
10,0.05_40.75,0,0.011,0.171,0.055172694380974
10,0.05_40.9,0,0.01,0.131,0.0403311390174304
10,0.05_41.45,0,0.012,0.161,0.0495043092120102
10,0.05_41.5,0,0.013,0.203,0.060091399456338
10,0.05_41.85,0,0.012,0.188,0.0573046240315972
10,0.05_42,0,0.012,0.171,0.0498838920084287
10,0.05_42.1,0,0.012,0.178,0.0545764065851441
10,0.05_42.35,0,0.012,0.165,0.0533776790977174
10,0.05_42.4,0,0.012,0.191,0.0562246523055562
10,0.15_38.75,0.009,0.059,0.264,0.0695271979634537
10,0.15_40.2,0,0.012,0.177,0.0524129291244548
10,0.15_41.6,0,0.012,0.172,0.0555567129343862
10,0.15_41.65,0,0.01,0.109,0.0323694579992882
10,0.15_41.85,0,0.009,0.076,0.02268148245641
10,0.15_41.9,0.026,0.12,0.42,0.103596256157253
10,0.15_41.95,0,0.012,0.162,0.0503080936171204
10,0.15_42.25,0,0.012,0.194024999999998,0.061021512257082
10,0.1_38.65,0.007,0.053,0.251,0.0659966881942668
10,0.1_38.7,0,0.01,0.117,0.0355217217484777
10,0.1_38.75,0,0.008,0.073,0.021858614990058
10,0.1_38.8,0.009,0.083,0.313,0.0803231157111434
10,0.1_40.05,0,0.011,0.15,0.0423457599196497
10,0.1_40.1,0,0.01,0.105,0.0302056718839613
10,0.1_40.2,0,0.01,0.123,0.0373538182295679
10,0.1_40.6,0,0.013,0.190024999999998,0.05888848472372
10,0.1_40.75,0,0.011,0.145,0.042714937551307
10,0.1_40.8,0,0.011,0.147,0.0415814930414
10,0.1_40.85,0,0.01,0.115,0.0330173566694418
10,0.1_41.1,0,0.013,0.166,0.0511532412219768
10,0.1_41.5,0,0.012,0.17,0.0554966178555616
10,0.1_41.85,0,0.009,0.093,0.0277904578132353
10,0.1_41.9,0,0.011,0.125,0.0381516525893587
10,0.1_41.95,0,0.012,0.164,0.0522868110990373
10,0.1_42,0,0.01,0.134,0.0401345295608419
10,0.1_42.35,0,0.012,0.164,0.0540599435398147
10,0.1_42.45,0,0.011,0.154,0.0486528056792468
10,0.1_42.5,0,0.012,0.176024999999998,0.0529339840608994
10,0.25_40.2,0,0.01,0.096,0.0289787650100602
10,0.25_40.25,0.002,0.029,0.179,0.0508792668568689
10,0.25_40.3,0,0.012,0.189,0.0574503425205629
10,0.25_40.5,0,0.012,0.19,0.0565104197289713
10,0.25_40.6,0.002,0.027,0.154,0.0425913238814549
10,0.25_40.85,0,0.012,0.183,0.0548516326443621
10,0.25_40.95,0,0.012,0.164,0.0517533704651354
10,0.25_41.35,0,0.012,0.156,0.0465201318260943
10,0.25_41.55,0,0.011,0.15,0.0442235174164483
10,0.25_41.6,0,0.011,0.147,0.0448840265017787
10,0.25_41.75,0,0.012,0.183,0.0593716407215706
10,0.25_41.8,0,0.011,0.144,0.0455620998983029
10,0.25_41.85,0,0.011,0.129,0.0397363758085716
10,0.25_41.95,0,0.011,0.163,0.0499749418404511
10,0.25_42.1,0,0.011,0.149,0.0471276151284406
10,0.2_38.7,0.001,0.021,0.141,0.0408115939353691
10,0.2_38.75,0,0.013,0.176,0.0577760491284248
10,0.2_40.15,0,0.011,0.152,0.0474165078199279
10,0.2_40.2,0,0.011,0.169,0.0508728313192411
10,0.2_40.85,0,0.012,0.190024999999998,0.0619790373054984
10,0.2_41.75,0,0.012,0.176,0.0568432609971284
10,0.2_41.8,0,0.012,0.166,0.0561857358220755
10,0.2_41.85,0.002,0.029,0.155,0.0423550667913443
10,0.2_41.9,0.006,0.058,0.252,0.0650788464218213
10,0.2_42.05,0,0.012,0.185024999999998,0.0624090982030246
10,0.35_40.35,0.002,0.023,0.147,0.0414335963983176
10,0.35_40.55,0.006,0.054,0.236,0.0623735989602923
10,0.35_40.85,0,0.012,0.175,0.0526609403569838
10,0.35_42.3,0,0.012,0.156,0.0496444680897397
10,0.3_40.25,0,0.012,0.153,0.0450798528846211
10,0.3_40.35,0,0.011,0.145,0.0438745958018785
10,0.3_40.45,0,0.012,0.172,0.0526898403375705
10,0.3_40.5,0,0.011,0.147,0.0442285320833771
10,0.3_40.6,0,0.011,0.158,0.0471306310705375
10,0.3_41.45,0,0.011,0.124,0.0369668255569997
10,0.3_41.5,0,0.01,0.103024999999998,0.0307877672343368
10,0.3_41.75,0,0.012,0.219,0.061944706392468
10,0.3_42.1,0,0.012,0.171,0.0504996928755911
10,0.3_42.25,0,0.012,0.161,0.0489072361374438
10,0.3_42.55,0,0.011,0.17,0.0505172456505288
10,0.45_40.45,0,0.008,0.082,0.0235379417552299
10,0.45_40.5,0,0.012,0.143,0.0459932963794591
10,0.45_40.6,0,0.012,0.193,0.0599314900852491
10,0.45_40.7,0,0.012,0.205,0.0613003573410005
10,0.45_41,0,0.013,0.195,0.0622168110113932
10,0.45_41.05,0,0.012,0.185,0.0542722211381961
10,0.45_41.45,0,0.012,0.178024999999998,0.0544416147043397
10,0.45_41.5,0,0.01,0.12,0.0369219264653099
10,0.45_41.65,0,0.011,0.139,0.0446112387900324
10,0.45_42.1,0,0.011,0.153,0.0463629666119999
10,0.45_42.35,0,0.011,0.154,0.0478689648301388
10,0.45_42.55,0,0.012,0.199,0.0588326566620253
10,0.4_40.35,0,0.009,0.0940249999999978,0.0282414050707689
10,0.4_40.4,0.001,0.023,0.142,0.0399939492037708
10,0.4_40.5,0,0.011,0.181024999999998,0.0562904896267685
10,0.4_40.6,0,0.011,0.156024999999998,0.0522670350788033
10,0.4_40.8,0,0.012,0.182,0.0537802814066037
10,0.4_41,0,0.011,0.145,0.043893660165421
10,0.4_41.1,0,0.012,0.166,0.0503195792650519
10,0.4_41.45,0,0.012,0.168024999999998,0.0533140541823598
10,0.4_41.7,0,0.01,0.139,0.0427673916215704
10,0.4_41.85,0,0.011,0.136,0.0439325812908705
10,0.55_40.55,0,0.012,0.175,0.0552867104835664
10,0.55_40.6,0,0.01,0.129,0.0400882936493286
10,0.55_40.65,0,0.011,0.14,0.0450594431754659
10,0.55_40.7,0,0.011,0.131,0.0385001437717383
10,0.55_40.75,0,0.011,0.122,0.037116060813371
10,0.55_41,0,0.011,0.146,0.0424627161204605
10,0.55_41.15,0,0.012,0.18,0.0517887223894076
10,0.55_41.35,0,0.012,0.173,0.0566824000690307
10,0.55_41.5,0,0.011,0.12,0.0365143728957957
10,0.55_41.55,0,0.013,0.211,0.064186991738127
10,0.55_41.6,0,0.008,0.07,0.0209193626088898
10,0.55_41.75,0,0.012,0.164,0.0512310177229856
10,0.55_42.1,0,0.012,0.161,0.0489427729704419
10,0.5_40.5,0,0.012,0.188024999999998,0.0576585587380078
10,0.5_40.7,0,0.011,0.135,0.0428335170552726
10,0.5_40.75,0,0.01,0.097,0.0295156673606096
10,0.5_40.8,0,0.012,0.156,0.0496522929684425
10,0.5_41.5,0,0.01,0.117,0.0371153359052419
10,0.5_41.6,0,0.011,0.177,0.0515003006423234
10,0.5_42.25,0,0.012,0.202,0.0599007412789432
10,0.5_42.5,0,0.012,0.171,0.0494455377880686
10,0.5_42.6,0,0.012,0.169,0.0505744140309235
10,0.65_40.6,0,0.012,0.172,0.0531205057656872
10,0.65_40.7,0,0.01,0.118,0.0378609594255069
10,0.65_40.75,0,0.012,0.199,0.0587779221819935
10,0.65_40.8,0,0.012,0.174,0.0523528449916607
10,0.65_41,0,0.013,0.176,0.0557977712726452
10,0.65_41.1,0,0.011,0.154,0.0475910535355435
10,0.65_41.45,0,0.013,0.203,0.0600392907891204
10,0.65_41.5,0,0.009,0.091,0.0263174745169532
10,0.65_41.6,0,0.01,0.123,0.0521770659268229
10,0.65_41.65,0,0.011,0.148,0.044951338107031
10,0.65_41.7,0,0.011,0.159,0.0497652564758852
10,0.65_41.85,0,0.012,0.184,0.0572912546088319
10,0.65_42,0,0.012,0.16,0.048545606922844
10,0.65_42.1,0,0.012,0.166,0.0478842619906382
10,0.65_42.15,0,0.012,0.207,0.0677276542135181
10,0.65_42.2,0,0.011,0.166,0.0511582456957242
10,0.65_42.35,0,0.013,0.17,0.0533035627821394
10,0.65_42.45,0,0.012,0.184,0.0561387292164967
10,0.65_42.75,0,0.011,0.138,0.043751779707807
10,0.6_40.75,0,0.012,0.173,0.0544512780161695
10,0.6_41.1,0,0.012,0.151,0.0438422309029179
10,0.6_41.6,0,0.008,0.075,0.0229835331035181
10,0.6_42.1,0,0.013,0.179,0.0581065611140185
10,0.75_40.6,0,0.012,0.176,0.0557614224903763
10,0.75_40.7,0,0.012,0.185,0.0571223038978927
10,0.75_40.85,0,0.011,0.15,0.0451042269734217
10,0.75_41,0,0.011,0.147,0.0422410723411917
10,0.75_41.05,0.001,0.021,0.130024999999998,0.0368819904664424
10,0.75_41.1,0,0.012,0.144,0.0451412497283665
10,0.75_41.45,0,0.009,0.105024999999998,0.0317150300524852
10,0.75_41.5,0,0.009,0.08,0.0237644066693503
10,0.75_41.55,0,0.011,0.172,0.0496883728828009
10,0.75_41.6,0,0.012,0.157,0.0488140589802779
10,0.75_41.7,0,0.011,0.145,0.0433451903915599
10,0.75_41.75,0,0.012,0.159,0.0468995064522428
10,0.75_41.85,0,0.013,0.164024999999998,0.049903514242121
10,0.75_42.45,0,0.013,0.174024999999998,0.0529421498860304
10,0.75_42.7,0,0.011,0.132,0.0380448109261383
10,0.7_40.6,0,0.012,0.16,0.0513420457496497
10,0.7_41.5,0,0.01,0.116,0.0340408261070294
10,0.7_42.25,0,0.012,0.186,0.0548101749826456
10,0.7_42.35,0,0.012,0.163,0.0470232809151971
10,0.85_40.95,0,0.011,0.157,0.0470193956021371
10,0.85_41.1,0,0.011,0.151,0.0552530152848728
10,0.85_41.25,0,0.013,0.179,0.0531591578332656
10,0.85_41.5,0,0.01,0.104,0.0327540137318336
10,0.85_41.6,0,0.011,0.143,0.045785519517345
10,0.85_41.75,0,0.012,0.173,0.0540461149108708
10,0.85_41.85,0,0.011,0.132,0.0433543759172118
10,0.85_42,0,0.012,0.187,0.0553331197652707
10,0.85_42.1,0,0.011,0.14,0.0436765035505175
10,0.85_42.35,0,0.012,0.163,0.0484428179196967
10,0.85_42.5,0,0.011,0.144,0.0440380704564671
10,0.85_42.7,0,0.012,0.151,0.0460484863591606
10,0.8_40.7,0,0.01,0.113,0.0332116359577211
10,0.8_40.85,0,0.011,0.127,0.0406371709044057
10,0.8_41.1,0,0.012,0.167,0.0517458517482945
10,0.8_41.25,0,0.012,0.19,0.0533289524779043
10,0.8_41.5,0,0.009,0.088,0.0255134022531541
10,0.8_41.55,0.003,0.03,0.179,0.0487177822700688
10,0.8_41.6,0,0.012,0.2,0.0588073426326511
10,0.8_41.75,0.009,0.071,0.27,0.0705473841995469
10,0.8_41.85,0,0.011,0.138,0.0385923369157352
10,0.8_42.5,0,0.013,0.202,0.0598084039765956
10,0.8_42.6,0,0.011,0.152,0.0462235527749228
10,0.95_41,0.002,0.025,0.149,0.0411551760126923
10,0.95_41.2,0,0.012,0.172,0.0556177003451788
10,0.95_41.25,0,0.012,0.155024999999998,0.0482436640893037
10,0.95_41.35,0,0.012,0.193,0.0572053812078469
10,0.95_41.6,0,0.012,0.173,0.0522194490628975
10,0.95_41.7,0,0.012,0.153,0.0475100625309238
10,0.9_40.95,0,0.01,0.121,0.0367302360485833
10,0.9_41,0.002,0.027,0.154,0.0418340569832831
10,0.9_41.1,0,0.012,0.176,0.0545578738071161
10,0.9_41.2,0,0.011,0.139024999999998,0.0415043716588997
10,0.9_41.25,0,0.012,0.19,0.056550727777626
10,0.9_41.35,0,0.012,0.171,0.0508667607934194
10,0.9_41.4,0,0.011,0.163,0.0501981375686236
10,0.9_41.6,0,0.01,0.12,0.0367212432291205
10,0.9_41.75,0,0.011,0.136,0.045189296297902
10,0.9_41.85,0,0.012,0.16,0.0479384410727339
10,0.9_42.1,0,0.012,0.19,0.0562177671854656
10,0.9_42.2,0,0.011,0.134024999999998,0.041926345854852
10,0.9_42.25,0,0.012,0.187,0.0569257796645177
10,0.9_42.6,0,0.012,0.197,0.0598679345315593
10,0.9_42.7,0,0.012,0.156,0.0455768082366172
10,0_38.6,0,0.01,0.1,0.0293784572209086
10,0_38.7,0,0.008,0.08,0.0231993249690999
10,0_38.75,0.004,0.039,0.195,0.0519612936929886
10,0_38.85,0.003,0.034,0.186,0.0508789204121587
10,0_39.95,0,0.01,0.105,0.0317716033217864
10,0_40,0,0.01,0.112024999999998,0.0328231142197359
10,0_40.1,0,0.012,0.154,0.0488819809212181
10,0_40.75,0,0.012,0.189,0.061460543337598
10,0_41.35,0,0.013,0.198,0.0599411572457326
10,0_41.5,0,0.012,0.187024999999998,0.0572216211482082
10,0_41.85,0,0.012,0.157,0.050883003554466
10,0_42.1,0,0.012,0.193,0.0564682709422136
10,1.05_41.05,0,0.012,0.165,0.0519786316857585
10,1.05_41.1,0,0.009,0.099,0.0294826201666577
10,1.05_41.2,0,0.012,0.213,0.066923919629883
10,1.05_41.25,0,0.012,0.186,0.0580407709178698
10,1.05_41.35,0,0.012,0.168,0.0507163034260724
10,1.05_41.6,0,0.011,0.136,0.0396868178555072
10,1.05_41.65,0,0.013,0.201024999999998,0.0566892097931302
10,1.05_41.75,0,0.011,0.183,0.0547944423208984
10,1.05_41.85,0,0.012,0.173024999999998,0.0530130645811642
10,1.05_42.6,0,0.011,0.149,0.0421358344653761
10,1.15_41.05,0,0.012,0.183,0.0565806901446139
10,1.15_41.1,0,0.009,0.082,0.0251095242663183
10,1.15_41.15,0,0.011,0.142,0.0447650671032886
10,1.15_41.25,0,0.012,0.187,0.0570012141938518
10,1.15_41.3,0,0.011,0.162,0.0456152015084611
10,1.15_41.35,0,0.01,0.127,0.0401724193470751
10,1.15_41.6,0,0.012,0.16,0.0481733360950772
10,1.15_41.8,0,0.012,0.195,0.0595651406776697
10,1.15_41.85,0,0.012,0.173,0.0560615797116731
10,1.15_42.35,0,0.011,0.165,0.0503340116118537
10,1.15_42.45,0,0.01,0.123,0.0394073094332391
10,1.15_42.5,0,0.011,0.142,0.0425110809023108
10,1.1_41.05,0.002,0.029,0.16,0.0450914121160217
10,1.1_41.1,0.002,0.023,0.133,0.0363075729962469
10,1.1_41.15,0,0.011,0.143,0.0427486406576833
10,1.1_41.25,0,0.011,0.144,0.0432856324895595
10,1.1_41.35,0,0.009,0.111,0.0315508249435958
10,1.1_41.5,0,0.012,0.178,0.0533045125771184
10,1.1_41.6,0,0.01,0.111,0.0358013103115712
10,1.1_41.75,0,0.012,0.157024999999998,0.0486626399344988
10,1.1_42,0,0.012,0.147,0.0475337138064939
10,1.1_42.2,0,0.012,0.162,0.0520561555986927
10,1.1_42.25,0,0.012,0.193,0.0571308885532485
10,1.1_42.35,0,0.011,0.141,0.0444531020018689
10,1.1_42.6,0,0.012,0.178024999999998,0.053218343707466
10,1.25_38.85,0,0.012,0.159,0.0470378668160994
10,1.25_38.9,0,0.01,0.116,0.0333559121877894
10,1.25_38.95,0.002,0.03,0.17,0.0458741711098573
10,1.25_41.1,0.005,0.039,0.216024999999998,0.0578972865664631
10,1.25_41.15,0.002,0.029,0.183,0.0510669912330017
10,1.25_41.2,0.002,0.025,0.159,0.0452127365258963
10,1.25_41.25,0,0.01,0.114,0.0325323546526638
10,1.25_41.45,0,0.012,0.145,0.044408812421923
10,1.25_41.6,0,0.009,0.096,0.0310382375065804
10,1.25_41.65,0,0.013,0.102,0.0276247673856506
10,1.25_41.75,0.002,0.027,0.155,0.0425163585968054
10,1.25_41.85,0,0.012,0.167024999999998,0.051233751016738
10,1.25_41.95,0,0.013,0.196,0.0591353612500616
10,1.25_42,0,0.012,0.197,0.0582215636200878
10,1.25_42.35,0,0.012,0.167,0.0607674367088466
10,1.25_42.6,0,0.011,0.128,0.0394616016517986
10,1.2_38.85,0,0.011,0.162024999999998,0.0498995952547798
10,1.2_38.9,0,0.012,0.139,0.0426153220353273
10,1.2_41.1,0.009,0.062,0.273,0.0693116301380032
10,1.2_41.15,0.002,0.028,0.171024999999998,0.0471614825599493
10,1.2_42.2,0,0.012,0.155,0.0469208984098099
10,1.2_42.6,0,0.011,0.134,0.0402390023790045
10,1.35_38.7,0,0.012,0.182024999999998,0.0557304432491578
10,1.35_38.85,0,0.01,0.1,0.0341126684114473
10,1.35_38.9,0,0.012,0.183,0.0553733976066552
10,1.35_38.95,0,0.01,0.108,0.0324825731912877
10,1.35_41.1,0.009,0.055,0.251,0.0644549337850271
10,1.35_41.25,0,0.012,0.176,0.0556151755633392
10,1.35_41.35,0,0.012,0.197024999999998,0.0568799542399631
10,1.35_41.5,0,0.012,0.193,0.056692409021566
10,1.35_41.6,0,0.01,0.118,0.0348275632486203
10,1.35_41.7,0,0.012,0.152,0.0462519196490128
10,1.35_41.75,0,0.012,0.161,0.0503424440417797
10,1.35_41.85,0,0.012,0.155,0.0464980957098358
10,1.35_42.25,0,0.013,0.189,0.0554231360356698
10,1.35_42.35,0,0.012,0.192,0.0577129463700775
10,1.3_38.85,0,0.011,0.127,0.0381979528872563
10,1.3_38.9,0,0.012,0.178024999999998,0.0547103584878684
10,1.3_38.95,0.001,0.02,0.133,0.0367199923754218
10,1.3_41.1,0,0.011,0.17,0.0524493157933244
10,1.3_41.25,0.002,0.024,0.155,0.0442155686866988
10,1.3_41.35,0,0.013,0.182,0.059123790680479
10,1.3_41.45,0,0.011,0.194,0.0589027957610596
10,1.3_41.5,0,0.012,0.175,0.053851339047979
10,1.3_41.6,0,0.011,0.137,0.0397577967198781
10,1.3_41.65,0,0.012,0.184,0.057352912239534
10,1.3_41.7,0,0.012,0.185,0.0557016418174936
10,1.3_42,0,0.009,0.102,0.0293732797136569
10,1.3_42.1,0,0.012,0.174024999999998,0.049426464074631
10,1.3_42.2,0,0.011,0.145024999999998,0.047285736994676
10,1.45_38.65,0,0.011,0.145,0.0484069286376876
10,1.45_38.9,0.002,0.03,0.163,0.044477710026369
10,1.45_38.95,0,0.012,0.171,0.0670541280728303
10,1.45_39,0.002,0.029,0.171,0.0470257385232848
10,1.45_41.15,0.002,0.03,0.169,0.0464329717673737
10,1.45_41.2,0.001,0.021,0.138,0.0390481956303422
10,1.45_41.35,0,0.012,0.166,0.0544262476020707
10,1.45_41.4,0.00297500000000002,0.03,0.162,0.0450434465904604
10,1.45_41.7,0,0.01,0.123024999999998,0.0375324117957259
10,1.45_41.9,0,0.011,0.155,0.0454741401402761
10,1.45_42.4,0,0.011,0.142,0.0423133386116907
10,1.45_42.45,0,0.012,0.174024999999998,0.0524930800014279
10,1.4_38.7,0,0.011,0.149,0.0450177875864663
10,1.4_38.85,0,0.01,0.105,0.0324415977954964
10,1.4_38.9,0.015,0.129,0.44,0.113355080119223
10,1.4_38.95,0,0.012,0.175,0.0528237309117504
10,1.4_39,0,0.011,0.123,0.0379142889862321
10,1.4_41.1,0,0.01,0.12,0.0340640106490702
10,1.4_41.15,0.003,0.032,0.201,0.0554242569959184
10,1.4_41.35,0,0.011,0.132,0.0414749977333931
10,1.4_41.6,0,0.011,0.141,0.045091795471245
10,1.4_41.7,0,0.011,0.128024999999998,0.0394641933346793
10,1.4_41.75,0,0.011,0.139024999999998,0.0415428862007675
10,1.4_41.85,0,0.012,0.163,0.0542472514070186
10,1.4_42.2,0,0.012,0.178,0.0485172755685764
10,1.4_42.35,0,0.011,0.152,0.0483664931106592
10,1.4_42.45,0,0.012,0.185,0.054631472514299
10,1.55_38.6,0,0.013,0.211,0.0643616277463291
10,1.55_38.95,0,0.011,0.122,0.0360604494188677
10,1.55_39,0.002,0.028,0.156,0.0416646845195852
10,1.55_39.05,0.002,0.03,0.172,0.0466078302952809
10,1.55_41.15,0,0.01,0.122,0.0367527874326792
10,1.55_41.2,0.009,0.068,0.274,0.0700340276452251
10,1.55_41.25,0.007,0.052,0.241,0.0633725434674764
10,1.55_41.35,0.001,0.021,0.15,0.0449835015269959
10,1.55_41.45,0,0.011,0.145,0.0440391866878329
10,1.55_41.55,0,0.011,0.13,0.0402580327138023
10,1.55_41.6,0,0.012,0.193,0.0585068025636951
10,1.55_41.95,0,0.011,0.146,0.0470695936266715
10,1.5_38.65,0.002,0.029,0.16,0.0424210317365218
10,1.5_38.95,0.002,0.024,0.136,0.0376142122589933
10,1.5_39,0.007,0.052,0.243,0.0642368292540434
10,1.5_39.05,0,0.012,0.173,0.0538674739065123
10,1.5_41.15,0.014,0.09,0.34,0.0853590605336174
10,1.5_41.2,0,0.009,0.095,0.0272091440215242
10,1.5_41.25,0,0.011,0.12,0.0359411379846554
10,1.5_41.35,0,0.012,0.152,0.0474148189029548
10,1.5_41.5,0,0.011,0.131,0.0434525421257772
10,1.5_41.6,0,0.011,0.151,0.0439799702105905
10,1.5_41.7,0,0.012,0.165,0.0482690346215281
10,1.5_41.75,0,0.011,0.136,0.0393526044124048
10,1.5_41.8,0,0.011,0.149024999999998,0.0461061806159348
